Repliccate,Gene_trees
1377,"(A,(((B,(U,W)),V),(P,((R,Q),((S,O),(T,(K,(N,(L,((F,M),((I,(G,E)),(((J,H),D),C))))))))))));"
1558,"(((((W,V),(U,B)),A),L),((N,M),(K,((T,(P,((O,(R,Q)),S))),(J,((F,G),(((E,D),H),(I,C))))))));"
705,"(((W,V),U),(((S,T),(((R,Q),P),O)),(((N,M),K),(L,((F,G),(J,((I,(H,(E,D))),C)))))));"
844,"(((((((((A,(((U,(B,W)),V),((O,R),Q))),P),S),C),L),(T,K)),M),(((I,N),F),((H,D),J))),G);"
894,"((((W,V),B),((T,(S,(((R,Q),P),O))),(((N,M),K),(F,(J,((I,(E,(H,D))),(G,C))))))),A);"
1146,"(((((B,V),U),W),(S,(((N,M),(L,K)),(D,((F,J),(H,(((I,R),P),(G,((Q,T),(E,(O,C))))))))))),A);"
312,"(((((W,V),U),B),((T,(Q,((R,P),(S,O)))),((L,K),((N,M),(J,(I,(((((E,D),G),F),H),C))))))),A);"
425,"(((((U,B),W),V),((T,(S,(((R,Q),P),O))),(((N,M),(L,K)),((((C,((E,D),H)),(F,G)),I),J)))),A);"
427,"((((W,V),(U,B)),(T,((S,(((R,Q),P),O)),((N,M),((L,K),((H,D),(F,((I,E),(J,C))))))))),A);"
633,"(((((W,V),B),U),(T,(S,(R,(P,O))))),((I,(((E,((G,H),D)),(L,((N,M),K))),(F,J))),C));"
976,"(((((U,V),W),B),((T,(S,(P,(R,O)))),(L,((N,M),(K,(J,(E,(((F,G),H),((I,D),C))))))))),A);"
307,"(A,(((U,V),(B,W)),(((N,M),((F,G),(I,(L,(((E,D),H),(S,(T,(R,(Q,(P,O)))))))))),K)));"
715,"((((B,(U,W)),V),((T,(S,(Q,(P,(R,O))))),(L,(K,((N,M),(I,((((H,D),E),J),((G,F),C)))))))),A);"
784,"(A,((B,V),((S,((R,Q),P)),((M,K),(J,(E,((H,D),(G,(C,(F,(I,(N,(O,(U,W))))))))))))));"
1033,"(A,((((U,B),V),W),((S,(T,((R,Q),P))),((F,G),(I,(((L,((N,M),K)),(E,J)),((H,D),C)))))));"
1479,"(((((W,V),U),B),(T,(S,((((R,Q),P),O),(((N,M),(L,K)),(J,(I,(((((F,G),H),C),E),D)))))))),A);"
1552,"(((((U,B),W),V),((T,(P,(R,O))),((L,K),((N,M),(J,(((E,H),D),(I,((F,G),C)))))))),A);"
185,"(((B,V),W),((T,(S,((R,Q),(P,O)))),(((N,M),(L,K)),(J,(G,((E,(F,(H,D))),(I,C)))))));"
758,"(((((U,B),W),V),((T,(S,((R,P),((F,N),(Q,O))))),(((L,M),K),(J,((E,(H,D)),(I,C)))))),A);"
1259,"((((U,B),V),W),((T,(S,(((R,Q),P),O))),((L,((N,M),K)),(J,(H,(E,(D,(I,((F,G),C)))))))));"
223,"(A,((((B,V),U),W),((T,(((R,P),Q),(S,O))),(I,((((H,E),D),((((N,M),L),K),J)),(F,(G,C)))))));"
269,"((((U,(B,W)),V),((S,(T,(P,((R,Q),O)))),(((N,M),(L,K)),(E,(H,(F,((G,I),(J,C)))))))),A);"
353,"(((((U,B),V),W),((T,(S,(P,((R,Q),O)))),(((N,M),(L,K)),(F,(((G,H),(I,D)),C))))),A);"
415,"((((B,W),V),U),((S,(((R,Q),P),(T,O))),((N,M),((L,K),(J,(G,((I,((F,H),(E,D))),C)))))));"
497,"(A,(((((((U,V),W),B),((N,M),(K,(L,(J,(D,(((F,G),H),(E,C)))))))),(T,O)),S),((R,Q),P)));"
538,"(A,(((B,(U,W)),V),((T,(S,((R,Q),(P,O)))),((L,((N,M),K)),((((F,G),I),((E,H),D)),J)))));"
577,"(((((U,W),V),((L,((N,M),K)),(F,(G,((E,(H,D)),(J,(I,C))))))),(T,(S,(((Q,P),R),O)))),A);"
598,"(A,(((U,B),W),((S,(T,(((R,Q),P),O))),((L,((N,M),K)),((D,(H,(E,J))),((F,G),(I,C)))))));"
1054,"(A,(((W,V),U),(((T,(S,((R,Q),(P,O)))),((L,(N,(M,K))),((((H,I),E),(F,(G,D))),J))),C)));"
1359,"(A,(((U,B),V),(((S,T),(P,((R,Q),O))),((((N,M),L),K),((((F,G),((H,D),E)),(I,J)),C)))));"
1579,"(((((B,V),U),W),((S,((Q,(R,P)),O)),((((F,(M,I)),((H,E),G)),(D,J)),((L,K),C)))),A);"
1729,"(((((B,W),V),U),(T,(S,(((Q,(R,P)),O),((N,M),(((L,K),J),(((G,(E,H)),(F,I)),C))))))),A);"
1803,"(((((U,W),V),B),((((R,Q),P),O),(T,(S,(J,((((D,E),H),((N,M),(L,K))),(((I,C),G),F))))))),A);"
68,"((((U,B),W),V),((S,(T,(((R,Q),P),O))),(((N,M),(L,K)),(J,((H,(E,D)),((F,G),(I,C)))))));"
190,"(A,(((W,V),(U,B)),((T,(S,((Q,(R,P)),O))),((L,((N,M),K)),(J,((F,G),((E,(H,D)),(I,C))))))));"
378,"(((((U,B),V),W),((P,((Q,(R,T)),(S,O))),(K,(I,(L,((M,J),((((((C,F),G),H),N),E),D))))))),A);"
394,"((((((((((((((U,V),B),W),R),S),(T,P)),Q),O),(N,M)),F),((I,J),((G,E),C))),L),((D,K),H)),A);"
521,"(A,((((U,B),W),V),((T,((R,Q),(P,O))),(S,(L,(K,((N,M),(I,((G,H),((((E,F),C),D),J))))))))));"
691,"(((((U,B),W),V),((T,(S,(((R,Q),P),O))),((M,K),((F,G),((((H,E),D),J),(I,C)))))),A);"
701,"((((B,(U,W)),V),((S,(((R,Q),P),O)),(((N,M),(L,K)),(J,((E,(H,D)),((F,G),(I,C))))))),A);"
70,"(A,((((B,W),V),U),((N,L),(((I,(Q,((R,P),(T,(S,O))))),K),(D,((F,G),(((E,H),J),C)))))));"
735,"(A,((((U,B),V),W),(((S,T),(((R,Q),P),O)),(((N,M),(L,K)),(J,(((((F,I),C),E),G),(H,D)))))));"
836,"(A,(((B,W),V),((S,(T,(((R,Q),P),O))),((M,K),(N,(J,(H,((E,((F,G),(I,D))),C))))))));"
1686,"((((((U,B),W),V),(T,(S,((Q,P),O)))),(J,((((M,N),L),K),(((F,((G,I),E)),(H,D)),C)))),A);"
14,"(((((U,V),B),W),(((R,P),(T,O)),((N,M),(((L,K),J),(((F,I),(G,((H,D),E))),C))))),A);"
481,"(((W,V),(U,B)),((S,(T,((R,Q),(P,O)))),(((N,M),(L,K)),(I,((((E,D),H),J),((F,G),C))))));"
722,"((((W,V),(U,B)),((T,(S,(P,(R,O)))),(J,((L,((N,M),K)),((F,(G,I)),((H,(E,D)),C)))))),A);"
847,"((((B,V),W),((T,(S,(((Q,R),P),O))),(((L,(N,M)),K),(J,(I,(F,(G,((E,(H,D)),C)))))))),A);"
1369,"((((U,(B,W)),V),(((((O,P),Q),T),R),((((N,M),L),K),(J,((F,I),(G,(D,(E,(H,C))))))))),A);"
1568,"(((((U,B),V),W),((T,(S,(((R,Q),P),O))),(L,(((N,M),K),(J,(G,((F,(H,(E,D))),C))))))),A);"
653,"(((W,V),(U,B)),((T,(S,(P,((R,Q),O)))),(((N,M),K),(J,(E,((H,D),(F,(G,(I,C)))))))));"
1448,"((((W,V),(U,B)),((T,(S,((R,Q),(P,O)))),(((N,M),(L,K)),(J,((E,(H,D)),(F,(G,C))))))),A);"
1667,"(A,((((B,V),W),U),((S,((R,Q),O)),(T,((L,((N,M),K)),((F,G),(D,((H,(E,J)),C))))))));"
69,"(A,((((U,B),V),W),((S,(T,(P,((R,Q),O)))),(((N,M),(L,K)),(J,(G,((F,(H,(E,D))),(I,C))))))));"
267,"(((W,V),(U,B)),((S,(((R,Q),P),O)),(((N,M),(L,K)),(J,(((E,H),D),(I,((F,G),C)))))));"
286,"(((((B,W),V),U),(((S,T),(((R,P),Q),O)),(K,(((N,M),L),(J,(((D,H),E),((G,(F,I)),C))))))),A);"
614,"(((((W,V),B),U),((T,(S,(((P,O),R),Q))),(N,(L,(K,(J,((I,(E,(H,D))),((F,G),C)))))))),A);"
1145,"(((W,V),(U,B)),((T,(S,(R,((Q,P),O)))),(((N,M),L),(((I,J),C),((G,(E,(H,D))),F)))));"
391,"(A,(((U,V),(B,W)),(((S,T),(P,((Q,O),R))),((((M,N),(L,K)),J),(F,(I,((H,D),(E,C))))))));"
1019,"((((B,(U,W)),V),((T,(P,((R,Q),O))),(((H,(E,D)),((N,M),(L,K))),((F,I),((G,J),C))))),A);"
1212,"((((B,(U,W)),V),((T,(S,(P,((Q,O),R)))),(((N,M),(L,K)),((((F,G),I),J),(((H,C),E),D))))),A);"
1293,"(A,((((U,W),V),B),((((R,Q),P),O),(S,((((K,N),L),M),(J,((F,G),((H,(E,D)),C))))))));"
1508,"(((W,V),(U,B)),((T,(S,(((R,Q),P),O))),(((N,M),(L,K)),(J,(I,(H,(E,(D,((F,G),C)))))))));"
1756,"(((((B,W),V),U),(O,(P,((S,(R,Q)),((L,K),(((F,G),J),(T,(((N,M),((E,H),D)),(I,C))))))))),A);"
93,"((((U,B),V),W),(T,(((R,S),Q),((P,O),(M,(N,(L,(K,((E,(((F,(H,D)),I),(G,J))),C)))))))));"
164,"(((((U,B),W),V),((S,((Q,(R,P)),O)),((L,K),((N,M),(J,(I,((G,(F,(E,H))),C))))))),A);"
341,"(A,(((B,V),U),((T,(S,(((Q,R),P),O))),(((N,M),(L,K)),((F,G),(((E,H),D),(J,C)))))));"
384,"(((W,V),(U,B)),((S,(T,((R,Q),(P,O)))),((((N,M),L),K),(J,(E,((F,(G,D)),(I,(H,C))))))));"
499,"((((U,V),B),W),((T,(S,(((P,Q),R),O))),((L,((N,M),K)),((((H,D),E),((F,G),J)),(I,C)))));"
818,"(A,((((U,B),V),W),(Q,(R,(T,((P,O),(S,((N,(L,K)),(J,(((D,E),H),(F,(I,C))))))))))));"
1468,"(A,((((U,V),B),W),((T,(P,((R,Q),O))),(S,((((N,M),L),K),(((((((D,I),E),C),G),J),H),F))))));"
12,"(A,((((W,V),(U,B)),((T,(S,(P,((R,Q),O)))),(K,(M,(G,(((F,I),J),((E,(H,D)),C))))))),N));"
285,"(((((B,V),W),(((S,T),(((R,Q),P),O)),(K,(L,((N,M),(J,(((E,H),D),(G,((I,C),F))))))))),U),A);"
352,"((((((U,(B,W)),V),(S,(P,((R,Q),O)))),(((N,M),(L,K)),(J,(H,(((((C,E),F),D),G),I))))),T),A);"
1103,"((((U,V),B),W),((T,(S,(((R,Q),P),O))),(((N,M),(L,K)),(J,((F,G),((I,((H,D),E)),C))))));"
1125,"(((((U,B),V),W),(T,((S,(Q,(R,(P,O)))),((N,M),(J,(G,(((F,I),(E,(H,D))),C))))))),A);"
1127,"(((((U,B),V),W),(((S,T),(((R,Q),P),O)),(L,((N,M),(K,((H,D),((F,J),((G,I),C)))))))),A);"
1603,"((((U,B),V),W),((T,(S,((R,Q),(P,O)))),(J,((F,G),(I,((((E,H),D),(L,((N,M),K))),C))))));"
463,"((((U,(B,W)),V),((((R,Q),P),(S,O)),(T,(J,((L,((N,M),K)),((I,((H,D),G)),((C,F),E))))))),A);"
567,"(((((U,V),B),((T,((R,P),(S,(Q,O)))),(J,((L,((M,N),K)),(((((D,C),E),(F,G)),H),I))))),W),A);"
1216,"((((W,V),(U,B)),(((((O,P),(R,Q)),T),S),(((N,M),(L,K)),(J,(F,((G,H),(((E,I),C),D))))))),A);"
157,"(((((U,W),V),B),((T,(S,((Q,P),O))),(((N,M),(L,K)),(J,(H,((E,D),((F,G),(I,C)))))))),A);"
238,"(A,(((U,B),W),((S,(((R,Q),P),O)),((((N,M),L),(T,((F,I),K))),((E,(H,D)),(G,J))))));"
385,"(((W,V),B),((T,(S,((P,Q),O))),(((I,H),(((G,D),E),(J,(F,C)))),((N,M),(L,(K,(U,A)))))));"
397,"((((U,B),W),V),((S,(((R,Q),P),O)),(((N,M),(L,K)),(J,((H,D),(((F,G),E),(I,C)))))));"
1108,"(((((U,B),V),W),((T,(S,(((R,Q),P),O))),(((N,M),(L,K)),(F,(I,(((D,E),H),(J,C))))))),A);"
1577,"(A,((((B,W),V),U),((T,(((R,Q),P),(S,O))),(((N,M),(L,K)),(J,((E,(H,D)),((F,I),(G,C))))))));"
1709,"(((W,V),(U,B)),(A,(T,(((P,(R,Q)),O),(S,(L,(((N,M),K),(F,(((((E,G),D),H),(I,J)),C)))))))));"
100,"(((((U,V),W),B),((T,(S,((R,Q),(P,O)))),(((M,(L,(N,K))),J),(E,((H,D),(G,((F,I),C))))))),A);"
226,"((((W,V),B),((T,(S,(((R,Q),P),O))),((L,((N,M),K)),((((E,H),D),J),((F,G),(I,C)))))),A);"
263,"((((U,V),B),((T,(S,(((R,Q),P),O))),(((N,M),(L,K)),(J,((E,H),(I,((F,G),C))))))),A);"
533,"(A,(((((W,V),U),B),((((N,M),K),L),(J,C))),(T,(((Q,(I,(F,(G,((H,D),E))))),P),(R,(S,O))))));"
741,"((((U,(B,W)),V),(T,((S,(((R,Q),P),O)),((N,(L,K)),(J,((I,((D,E),H)),((F,G),C))))))),A);"
179,"(A,((((W,V),B),U),((T,(S,(R,(Q,(P,O))))),(((N,M),(L,K)),(J,(I,(((F,G),D),(H,(E,C)))))))));"
183,"(((((U,V),B),W),((T,(S,(P,(R,(Q,O))))),(L,(((N,M),K),(J,((H,(E,D)),(((F,G),I),C))))))),A);"
461,"(A,((U,V),(((S,T),(((R,Q),P),O)),(((N,M),(L,K)),(J,(G,(((E,H),D),(F,(I,C)))))))));"
655,"(A,((((U,W),V),B),(((R,Q),P),((L,((N,M),K)),((E,H),((G,T),(I,(D,(F,(J,C))))))))));"
677,"(((((W,V),B),U),((T,(S,((R,(Q,P)),O))),((E,J),(((N,M),(L,K)),((((H,F),G),D),(I,C)))))),A);"
718,"((((U,B),V),((T,(S,(P,((O,Q),R)))),((((N,M),(L,K)),J),(((F,G),H),((E,D),(I,C)))))),A);"
730,"((((B,W),V),(U,A)),((((((S,R),Q),T),P),O),((((M,N),K),L),((I,J),((F,G),(((D,H),E),C))))));"
1297,"(A,((((B,V),W),U),(((S,T),((R,Q),O)),((L,(N,K)),(((E,H),D),(J,(((F,G),I),C)))))));"
1502,"(A,((((U,W),V),B),((S,((R,Q),((T,P),O))),(I,(H,((E,((((N,M),L),K),J)),(((D,F),G),C)))))));"
195,"((((U,B),V),W),((T,(S,(((R,Q),P),O))),((N,M),(J,((L,K),(E,((H,D),(I,((F,G),C)))))))));"
571,"(((((B,W),V),U),(((S,T),(Q,((R,P),O))),((L,((N,M),K)),(J,(((E,H),D),(I,((F,G),C))))))),A);"
610,"(((((W,V),U),B),((S,(T,((Q,P),O))),(L,((M,(N,K)),(J,(H,((E,D),(F,((G,I),C))))))))),A);"
1009,"(((((W,V),U),B),(T,((S,(((R,Q),P),O)),(L,((N,M),(K,(F,(G,(E,(H,(J,(I,C)))))))))))),A);"
1026,"((((U,(B,W)),V),((S,(T,(((R,Q),P),O))),(((N,M),(L,K)),(J,(((((G,I),E),D),H),(F,C)))))),A);"
1521,"(A,((((W,V),U),B),(T,((R,((O,Q),P)),(S,(((N,M),(L,K)),((G,J),(((((F,H),C),D),I),E))))))));"
424,"(((((B,V),U),W),((S,(T,(((R,Q),P),O))),((L,((N,M),K)),(((((G,F),E),H),D),((I,J),C))))),A);"
861,"((((((U,V),W),B),((S,((R,Q),P)),O)),(((N,M),(L,K)),(I,((H,(E,D)),((F,G),J))))),A);"
1445,"(((((W,V),B),U),(S,(P,((R,Q),((T,O),((L,((N,M),K)),(J,((((F,((E,H),D)),G),I),C)))))))),A);"
1509,"((((W,V),(U,B)),((T,(S,(R,(P,(Q,O))))),(((N,M),(L,K)),(J,((E,H),((F,I),C)))))),A);"
1542,"(((B,V),(U,W)),((T,(S,(((R,Q),P),O))),(((N,M),(L,K)),(J,(((F,G),(H,(E,D))),C)))));"
1715,"((((W,V),(U,B)),((T,(S,(((R,Q),P),O))),((E,D),(H,(((I,F),G),(((N,M),K),((L,J),C))))))),A);"
296,"((((W,V),U),((T,((S,(R,Q)),(P,O))),((G,(L,(H,D))),(E,(I,(F,((N,J),(K,C)))))))),A);"
783,"(A,((((U,B),W),V),((T,(S,(((P,Q),R),O))),(((N,M),(L,K)),((I,((((H,D),G),E),(F,J))),C)))));"
827,"(A,(((W,V),(U,B)),((T,(S,(((P,O),R),Q))),(((N,M),(L,K)),(J,(D,(E,(H,(I,((F,G),C))))))))));"
850,"(A,((((B,V),U),W),((T,(S,(((R,Q),P),O))),(J,((L,((N,M),K)),((((F,G),I),((E,H),D)),C))))));"
1584,"((((W,V),(U,B)),((S,(P,((R,Q),O))),((N,M),(L,(J,((I,(E,(H,D))),((F,G),C))))))),A);"
392,"((((U,B),W),V),(T,(P,((R,Q),(S,(O,(L,((N,M),(K,(J,((F,G),(I,((H,(E,D)),C)))))))))))));"
422,"(((((B,V),W),U),((T,(S,(((R,Q),P),O))),(((N,M),(L,K)),(J,(F,(E,((H,D),C))))))),A);"
476,"(((((U,B),V),W),((T,(S,(((R,Q),P),O))),(L,((N,M),(J,((F,G),((I,(E,(H,D))),C))))))),A);"
501,"(((((W,V),U),B),((T,(S,((R,P),(Q,O)))),(J,(((N,M),(L,(I,(((F,G),((D,H),E)),K)))),C)))),A);"
954,"(A,((((B,V),W),U),((T,(S,(P,((R,Q),O)))),(L,(((F,G),((J,N),M)),(((H,D),K),((E,I),C)))))));"
1069,"(((U,V),B),((T,(((Q,P),R),(S,O))),((N,M),((L,K),(J,((H,((F,E),D)),(G,(I,C))))))));"
1104,"(((((U,B),V),W),((S,(((R,Q),P),(T,O))),(N,((H,D),((((G,K),M),L),((F,I),((E,J),C))))))),A);"
1623,"(((U,V),(((((Q,((R,(S,T)),P)),O),((((N,M),K),L),(J,(H,((((F,G),E),D),(I,C)))))),B),W)),A);"
1761,"(((((((U,B),W),V),((M,(N,(L,K))),(J,(G,(F,((H,(E,D)),(I,C))))))),(S,(((Q,O),R),P))),T),A);"
7,"(((((B,V),U),W),((S,(Q,(R,(P,O)))),(T,((L,K),(J,((N,M),(G,((I,(H,D)),((F,C),E))))))))),A);"
123,"(((((U,B),V),W),(T,((S,(((P,O),Q),R)),(((L,N),M),(J,(H,((G,(E,D)),(((F,I),K),C)))))))),A);"
169,"((((W,V),(U,B)),((T,(S,(((R,Q),P),O))),((L,((N,M),K)),(J,((H,(E,D)),(G,((F,I),C))))))),A);"
208,"(A,(((W,V),(U,B)),(T,((S,(P,((Q,O),R))),((I,(F,(((N,M),(L,K)),((G,(H,D)),J)))),C)))));"
367,"(((((B,W),V),U),(((S,T),((R,(Q,P)),O)),(J,(E,(D,((I,((F,G),((M,L),(N,K)))),(H,C))))))),A);"
470,"(A,((((B,V),W),U),((T,(S,(R,(P,(Q,O))))),((((M,K),N),L),(J,(G,(((((C,E),I),F),D),H)))))));"
738,"((((W,V),(U,B)),((T,(S,(P,((R,Q),O)))),(((N,M),(L,K)),((F,G),((((E,H),D),J),(I,C)))))),A);"
1242,"(A,(((W,V),(U,B)),((T,(S,((R,Q),O))),((((N,M),L),K),(J,((H,(E,D)),((G,I),(F,C))))))));"
1408,"(((W,V),(U,B)),(((R,Q),(P,(T,(S,O)))),((((N,M),L),K),((((I,E),(F,G)),(H,D)),(J,C)))));"
1434,"(A,(((U,(B,W)),V),(O,(R,(Q,((T,P),(S,((L,(((N,M),((E,(H,D)),K)),J)),(((C,G),F),I)))))))));"
1712,"(A,((((U,B),V),W),((T,(S,(P,((R,Q),O)))),((((N,M),L),K),(J,((G,I),((((E,F),C),H),D)))))));"
1740,"(((((U,V),B),W),((T,(S,(R,P))),((N,M),(K,(L,(J,((H,(E,D)),((F,G),(I,C))))))))),A);"
305,"((((W,V),(B,U)),((Q,(R,P)),O)),(T,(((N,(L,(M,K))),((((((F,G),C),H),D),J),(I,E))),(A,S))));"
372,"((((U,V),W),((((R,Q),P),O),((S,T),((((N,M),L),K),((((E,D),H),J),(((F,G),I),C)))))),A);"
848,"((((B,V),(U,W)),(J,((F,((D,(((L,T),E),(M,((((Q,S),N),I),(P,(R,O)))))),((H,G),C))),K))),A);"
1129,"(((((U,V),B),W),((T,(((R,Q),P),O)),(S,(((N,M),(L,K)),((H,(E,D)),((((I,F),G),J),C)))))),A);"
1429,"(((((U,V),B),W),((S,(((R,Q),P),O)),(T,((L,K),(F,((N,J),((M,(H,(E,D))),(G,(I,C))))))))),A);"
283,"(((((U,B),V),W),(((S,T),(P,(R,(Q,O)))),(((N,M),(L,K)),(J,((H,D),((((F,C),I),E),G)))))),A);"
452,"((((U,B),W),V),((S,(P,((R,Q),O))),(T,(J,((N,M),((L,K),((I,((E,H),D)),((F,G),C))))))));"
991,"((((B,(U,W)),V),((T,(S,(((R,Q),P),O))),((L,((N,M),K)),(((F,G),J),(((D,E),H),C))))),A);"
1015,"((((B,V),U),((T,(S,(((R,Q),P),O))),((L,((N,M),K)),(((F,G),((E,I),H)),(D,(J,C)))))),A);"
1133,"((((B,W),V),U),(((S,T),(P,((R,Q),O))),((((N,M),L),K),(J,(F,((H,D),(E,((G,I),C))))))));"
1420,"(A,(((B,(U,W)),V),(((S,(((R,Q),T),P)),O),((K,J),(((N,M),L),(((((C,E),F),G),H),I))))));"
1619,"(((((W,V),B),U),((T,(S,((R,Q),O))),((N,(L,K)),(J,(((E,H),D),((F,G),(I,C))))))),A);"
1671,"(A,((((U,B),V),W),(S,(T,(((R,Q),(P,O)),((L,((N,M),K)),((F,G),(((E,H),D),(I,C)))))))));"
1765,"(((((B,V),W),U),((S,(((R,Q),P),O)),(T,((L,(((N,M),K),J)),(I,(((F,G),((H,D),E)),C)))))),A);"
1800,"((((U,V),B),W),((S,(((R,Q),P),O)),(((N,M),(L,K)),(J,((E,(H,D)),((F,G),(I,C)))))));"
1801,"((((U,V),B),W),((N,M),((L,K),((S,(T,(((P,R),Q),O))),(J,((((F,G),I),(E,(H,D))),C))))));"
20,"((((W,V),(U,B)),(T,((S,(((R,Q),P),O)),(((N,M),(L,K)),(J,(((D,H),E),((F,G),(I,C)))))))),A);"
90,"((((B,(U,W)),V),((T,(S,(((R,Q),P),O))),(((N,M),(L,K)),(J,(E,((H,D),((F,G),(I,C)))))))),A);"
94,"(((((((U,B),V),W),((S,T),((R,Q),(P,O)))),(J,(((F,G),((H,D),E)),(I,C)))),(N,M)),(L,K));"
542,"(A,(((B,(U,W)),V),((S,(Q,((T,P),(R,O)))),(((D,E),H),((((N,M),K),(L,J)),(((F,G),I),C))))));"
615,"((((W,V),B),U),((T,(S,(((R,Q),P),O))),((((N,M),L),K),((((D,E),H),J),(I,(G,(F,C)))))));"
692,"(((((W,V),B),U),((T,(S,(((P,R),Q),O))),(H,(D,((E,((((N,M),L),K),J)),(((I,F),G),C)))))),A);"
726,"(((((((S,T),(((R,Q),P),O)),(J,(((H,E),D),(K,(L,((N,M),(((G,I),F),C))))))),V),U),(B,W)),A);"
1180,"(A,((((W,V),B),U),((T,(S,((R,Q),(P,O)))),((N,M),(L,(((E,(H,D)),J),((F,I),(G,C))))))));"
1549,"(((((W,V),B),U),((S,(T,(((R,Q),P),O))),((((N,M),L),K),(((E,H),D),(((F,G),I),C))))),A);"
1556,"((((W,V),(U,B)),((S,(P,((R,Q),O))),(T,(((N,M),(L,K)),(F,(((H,(E,D)),J),(G,(I,C)))))))),A);"
1664,"((((B,(U,W)),V),((T,O),((R,Q),(P,(S,((G,(F,(L,K))),(J,(((N,M),((H,D),E)),(I,C))))))))),A);"
1748,"((((U,(B,W)),V),((P,((R,Q),(S,O))),(T,(I,(F,((G,((((N,M),L),K),J)),(((E,H),D),C))))))),A);"
787,"(A,((((W,V),U),B),(((T,((R,Q),P)),(S,O)),(((N,M),(L,K)),(J,((I,(G,(((H,D),F),E))),C))))));"
1162,"((((W,V),(U,B)),((T,(S,(P,((R,Q),O)))),((M,(L,K)),((I,J),((E,(H,D)),((F,G),C)))))),A);"
1564,"(((((U,B),V),W),(((S,T),(P,((R,Q),O))),(K,((N,M),(L,(G,(((D,H),E),((F,J),(I,C))))))))),A);"
1741,"(((((U,B),W),V),((T,(S,(P,((R,Q),O)))),(((N,M),(L,K)),(J,(((F,G),I),((E,(H,D)),C)))))),A);"
28,"((((U,B),V),W),((T,(S,(((R,P),Q),O))),((L,((N,M),K)),(J,((E,(H,D)),(((G,I),F),C))))));"
213,"(((((U,B),V),W),(((S,T),(((R,Q),P),O)),(K,(I,(H,((((F,(N,M)),G),J),(D,((C,L),E)))))))),A);"
217,"(A,(((U,B),V),(T,(((R,Q),(P,O)),(S,(I,(J,(((H,(E,D)),((N,M),(L,K))),((F,G),C)))))))));"
239,"(A,((((U,B),V),W),((T,(S,(P,(Q,(R,O))))),((L,K),((N,M),(J,(((H,E),D),((F,I),C))))))));"
270,"((((U,V),(B,W)),((S,(T,((R,Q),(P,O)))),(J,(((N,M),(L,K)),(((F,G),E),(I,C)))))),A);"
1226,"((((W,V),(U,B)),((T,(S,(((R,Q),P),O))),((L,((N,M),K)),(J,((((G,E),H),D),(I,(F,C))))))),A);"
1745,"(A,(((B,V),(U,W)),((T,(S,(((P,O),R),Q))),(((N,M),((L,K),J)),((H,D),(G,(E,((F,I),C))))))));"
182,"((((B,V),W),((T,(S,(((R,Q),P),O))),(((N,M),(L,K)),(J,((I,((E,H),D)),((F,G),C)))))),A);"
242,"(((((U,B),V),W),(T,((S,((O,Q),R)),((N,M),(L,(K,(J,((((F,G),I),(E,(H,D))),C)))))))),A);"
420,"(((((U,V),W),B),((S,(R,(Q,(P,O)))),((((N,M),L),K),((F,((H,E),D)),(J,((G,I),C)))))),A);"
559,"((((U,B),V),W),((T,(S,(((R,Q),P),O))),((L,((N,M),K)),(J,((E,(H,D)),(G,(F,C)))))));"
622,"(A,((((B,W),V),U),(T,(P,(S,(O,((R,Q),(J,(E,((H,D),(((N,M),(L,K)),(((C,F),I),G))))))))))));"
700,"(((((U,V),W),(R,(S,((T,(Q,P)),O)))),((N,M),(J,((D,K),(H,(G,(E,(((F,L),I),C)))))))),A);"
725,"(((((B,W),V),U),((S,(T,((R,Q),(P,O)))),(((N,M),(L,K)),(J,((E,(H,D)),((F,G),(I,C))))))),A);"
880,"((((W,V),(U,B)),(((S,T),(((R,Q),P),O)),(J,((L,K),((N,M),(((H,((D,E),G)),F),(I,C))))))),A);"
900,"((((B,V),(U,W)),(T,((S,((R,Q),O)),((E,((((F,G),H),D),(L,((N,M),K)))),(J,(I,C)))))),A);"
1020,"(((((B,V),W),U),((T,(S,(((R,Q),P),O))),((L,((N,M),K)),(J,((H,D),((F,E),((G,I),C))))))),A);"
1183,"((((B,(U,W)),V),((S,(T,((R,Q),(P,O)))),((L,K),((N,M),(F,(H,(((E,G),D),(J,(I,C))))))))),A);"
1203,"(((B,V),((T,(S,(((R,Q),P),O))),((L,K),((N,M),(J,((E,(H,D)),((G,(F,I)),C))))))),A);"
1345,"((Q,((((((((B,V),U),W),S),((N,(M,K)),(J,(H,(E,((C,F),I)))))),T),O),P)),(R,((L,(G,D)),A)));"
1493,"(((((B,V),U),W),((T,((S,((R,Q),P)),O)),((((N,M),L),K),(((D,E),H),(I,(((F,G),J),C)))))),A);"
86,"(A,((((U,B),V),W),((T,(S,((R,Q),(P,O)))),(I,(F,(J,(((((D,G),H),E),((N,M),(L,K))),C)))))));"
373,"(((((B,W),V),U),((S,(P,((R,Q),O))),((L,((N,M),K)),(((F,G),J),(E,((H,D),(I,C))))))),A);"
876,"(A,((((U,B),V),W),((S,(T,(((R,Q),P),O))),(((N,M),(L,K)),(J,((F,(E,H)),(G,(I,C))))))));"
898,"((((B,V),W),(S,((T,(P,((R,Q),O))),(((N,M),(L,K)),(J,((F,I),((G,(E,(H,D))),C))))))),A);"
